"day_pos","date_time","date_time_exp","sent_num","text"
19,"2016-09-21 22:31:32","2016-09-21 22:30:00",1,"Watching The Big Bang Theory first season episode and it's something what we needed. It's funny and clever humor #p #xpb"
20,"2016-09-21 23:25:52","2016-09-21 23:15:00",-1,"Returned to Weka. But I am becoming tired so I need to finish all videos from group to follow up with fourth week tomorrow #n #xpb"
21,"2016-09-22 00:55:37","2016-09-21 23:59:59",1,"Almost slept but I remembered that I didn't wrote last tweet. So I am going finally sleep and I hope in the pieceful day tomorrow #p #xpb"
1,"2016-09-22 08:09:07","2016-09-22 07:30:00",1,"I am finally sleep enough today and also blood pressure was almost normal so it starts as perfect day Let's see what happens at work #p #xpb"
2,"2016-09-22 08:25:06","2016-09-22 08:15:00",1,"I caught second possibile train and not so much hurry, that's great. Today is really chill air which helps me not to get sweat #p #xpb"
3,"2016-09-22 09:03:05","2016-09-22 09:00:00",1,"Going to pick up some breakfast. I have taste today for cereals or something similar and delicious which they have in cafe upstairs #p #xpb"
4,"2016-09-22 09:51:02","2016-09-22 09:45:00",1,"I need to take blood pressure pill and continue with work. This means I need to talk to college about issues which I am facing #p #xpb"
5,"2016-09-22 10:15:00","2016-09-22 09:45:00",1,"We had quick meeting with college about framework suggestions and improvements and it was good. He is working on proof of concept #p #xpb"
6,"2016-09-22 11:12:58","2016-09-22 10:30:00",1,"Had interesting discussion with chief test architect how to synchronize asynchronous process and see consistent data everywhere #p #xpb"
7,"2016-09-22 11:32:02","2016-09-22 11:15:00",-1,"Went to the lunch at the right time. I just got fed up with college who tested stuff which haven't been corrected yet #n #xpb"
8,"2016-09-22 12:14:12","2016-09-22 12:00:00",1,"Back from lunch. I had interesting discussion with college about faking history into technical attribute from source system #p #xpb"
9,"2016-09-22 13:28:21","2016-09-22 12:45:00",1,"Seems that company email in mobile and tablet is working again thanks to advices from college over email. It was nightmare #p #xpb"
10,"2016-09-22 13:38:40","2016-09-22 13:30:00",-1,"I need to wish something and maybe it makes happen because our issue system is falling again and it's like falling stars #n #xpb"
11,"2016-09-22 15:00:37","2016-09-22 15:00:00",1,"Searching for the language school for my German lessons payed by company. There are at least three which are interesting for me #p #xpb"
12,"2016-09-22 16:00:59","2016-09-22 15:45:00",1,"Finally got fully tested framework component so I am going to test it as well and if ok then approve it for deployment #p #xpb"
13,"2016-09-22 16:30:20","2016-09-22 16:30:00",1,"Meanwhile the tests are running I am watching Data Mining with Weka course to move towards week four for tonight study #p #xpb"
14,"2016-09-22 18:10:19","2016-09-22 18:00:00",-1,"I have broken the framework components so we are returning to old version and we need to redesign new one and fix it in next month #n #xpb"
15,"2016-09-22 18:53:13","2016-09-22 18:45:00",1,"Going home from train station. And my head is slowly liberating from workload and problems which I have faced in the work #p #xpb"
16,"2016-09-22 20:12:10","2016-09-22 19:30:00",1,"Watching third episode of #Narcos and baking potatoes with Raclette cheese which would be our delicious dinner. #p #xpb"
17,"2016-09-22 20:56:04","2016-09-22 20:15:00",1,"Potatoes and cheese for dinner was magnificent combination on which I had taste for long time and I have enjoyed it a lot #p #xpb"
18,"2016-09-22 21:27:58","2016-09-22 21:00:00",1,"Back to my PhD study and continue with Weka. Today I had a discussion with my supervisor and offered help to college from school  #p #xpb"
19,"2016-09-22 22:07:43","2016-09-22 21:45:00",1,"I checked son who had fever one hour ago and been sweat and now he has normal temperature and after changed pyjama he sleeps well #p #xpb"
20,"2016-09-22 22:46:40","2016-09-22 22:30:00",1,"I am becoming tired. Lesson three is over so last nine lessons is on the way to do final assessment and be Weka certified newbie #p #xpb"
21,"2016-09-22 23:28:07","2016-09-22 23:15:00",1,"Watching videos on @YouTube from @circushfans. Which I found by accident as suggestion during watching #kenzoworld advertising #p #xpb"
22,"2016-09-23 00:11:36","2016-09-22 23:59:59",1,"Finish of the day and I am going to sleep. Tomorrow is finally Friday and it would be good to relax and sleep longer after long week #p #xpb"
1,"2016-09-23 07:40:30","2016-09-23 07:30:00",1,"Blood pressure is better again. And son as well. He is trying to talk out the soul from me because the medicine works quickly #p #xpb"
2,"2016-09-23 08:34:40","2016-09-23 08:15:00",1,"I met college at the main station so we went together to work and talked about many topics. It was pleasant foggy morning #p #xpb"
3,"2016-09-23 09:10:06","2016-09-23 09:00:00",1,"Status is over and I need to buy something delicious for breakfast because I have meeting during the lunch time in language school #p #xpb"
4,"2016-09-23 10:05:10","2016-09-23 09:45:00",-1,"Sitting with friends in cafeteria. We are discussing US presidency elections and who is less evil @HilaryClinton or @realDonaldTrump #n #xpb"
5,"2016-09-23 10:39:21","2016-09-23 10:30:00",1,"Many ideas during last few minutes were flying around us with college about redesign yesterday framework to get rid of the issues #p #xpb"
6,"2016-09-23 11:47:47","2016-09-23 11:15:00",-1,"I like consultancy work because it opens new knowledge horizons and keeps you think forward, problem is with customer to accept it #n #xpb"
7,"2016-09-23 12:02:21","2016-09-23 12:00:00",1,"I am in Zurich @berlitz_de language school to discuss about possibilities how to learn German language for budget from company #p #xpb"
8,"2016-09-23 13:18:51","2016-09-23 12:45:00",1,"Had good conversation in @berlitz_de and got an option for my German language study I need to get more options to see what to choose #p #xpb"
9,"2016-09-23 13:47:41","2016-09-23 13:30:00",1,"Got back to the office and had quite good lunch from @McDonalds on terrace. Now with blueberry muffin I returned back to my place #p #xpb"
10,"2016-09-23 14:26:30","2016-09-23 14:15:00",-1,"I need to finish at least one task today so I can leave with good feeling that I have done something not only consulting others work #n #xpb"
11,"2016-09-23 15:35:35","2016-09-23 15:00:00",1,"Thinking about to leave because it's Friday and I am one of the last ones who is sitting in this big almost empty open space #p #xpb"
12,"2016-09-23 16:07:12","2016-09-23 15:45:00",1,"I left work and going home. We are going to visit friends at six so it would be a perfect evening and maybe it ends in early morning #p #xpb"
13,"2016-09-23 17:09:51","2016-09-23 16:30:00",1,"We are preparing gifts for visit. So we can make happy our hosts with Philippines rum Don Papa. And meanwhile clean up the flat #p #xpb"
14,"2016-09-23 17:37:28","2016-09-23 17:15:00",1,"Almost ready to go for visit friends. Kids are watching last few episodes of #PepaPig on @YouTube in English to learn the language #p #xpb"
15,"2016-09-23 18:26:27","2016-09-23 18:00:00",-1,"We are talking about the problems with neighbors with our friends. They have problems to keep the plants on the terrace #n #xpb"
16,"2016-09-23 18:46:44","2016-09-23 18:45:00",1,"We are discussing different insurance options like house insurance or luxury private insurance and it leads to funny situations #p #xpb"
17,"2016-09-23 19:49:58","2016-09-23 19:30:00",1,"Having good time with friends. Grilling on their terrace and enjoying baked potatoes and grilled pork and chicken steaks #p #xpb"
18,"2016-09-23 20:28:45","2016-09-23 20:15:00",1,"Discussing @Airbnb and other social network services and rent a flat over it. What's are advantages and disadvantages #p #xpb"
19,"2016-09-23 21:30:16","2016-09-23 21:00:00",-1,"Discussing medical issues and possibilities about insurance and how to solve problems with doctors and medical procedures #n #xpb"
20,"2016-09-23 21:46:25","2016-09-23 21:45:00",1,"It's really nice evening and we are enjoying it with friends. It would be long night, but it worth it. We got a lot of information #p #xpb"
21,"2016-09-23 22:49:46","2016-09-23 22:30:00",1,"We have several funny discussions and several serious. It's really good evening and we need to invite friends to our place #p #xpb"
22,"2016-09-23 23:37:55","2016-09-23 23:15:00",-1,"The long night has been interrupted by sons fever. He is OK and already sleeping in his own bed with anti fever syrup. #n #xpb"
23,"2016-09-24 00:39:22","2016-09-23 23:59:59",1,"Finally in the bed with my wife reading newspapers and ready to go sleep. Just need to check son about his fever #p #xpb"
1,"2016-09-24 09:01:53","2016-09-24 09:00:00",1,"Slowly waking up and standing from the bed. Son exchanged my wife in the bed because she left to bring and hold day #p #xpb"
2,"2016-09-24 10:13:16","2016-09-24 09:45:00",1,"Kids finished their breakfast and watching story tale. I can piecefully finish my Weka course which has deadline today #p #xpb"
3,"2016-09-24 10:42:43","2016-09-24 10:30:00",-1,"I must hurry with Weka course because it's just few hours left to deadline. So I am going to take a assessment and will see #n #xpb"
4,"2016-09-24 11:38:49","2016-09-24 11:15:00",1,"Weka assessment finished successfully. I takes me a time but I have figured out everything by my self which makes me happy #p #xpb"
5,"2016-09-24 12:31:58","2016-09-24 12:00:00",-1,"Everybody is terribly cranky about to go shopping something for lunch. So, let's take a break, dress up and we can go #n #xpb"
6,"2016-09-24 14:04:47","2016-09-24 13:30:00",-1,"We are by the doctor with son because we have suspicious for angina which had also daughter last week. We will see what's the result #n #xpb"
7,"2016-09-24 14:55:50","2016-09-24 14:15:00",1,"We got antibiotics for son from doctor. He has then angina even though it doesn't seem to like that. He is more vital than I am. #p #xpb"
8,"2016-09-24 15:32:21","2016-09-24 15:00:00",-1,"Picking up order in McDonald's and going finally home. Kids are tired and we as well especially when shopping center is crowded #n #xpb"
9,"2016-09-24 16:51:27","2016-09-24 16:30:00",1,"We ate late lunch and now after I wished to my father happy name day I am going to offer some story tale to kids and watch something #p #xpb"
10,"2016-09-24 17:25:34","2016-09-24 17:15:00",1,"Unpacked my Magic Mouse 2 which is  present for my today name day and I need to get used to it it's quite different than usual one #p #xpb"
11,"2016-09-24 18:05:43","2016-09-24 18:00:00",1,"Going to take a nap. My wife is sleeping and I am somehow tired as well. And during watching video I am falling a sleep as well #p #xpb"
12,"2016-09-24 19:42:38","2016-09-24 19:30:00",-1,"During the nap I lost few notifications about tweeting so today will be most likely the less tweets ever for this experiment part #n #xpb"
13,"2016-09-24 20:40:12","2016-09-24 20:15:00",1,"We had a nice call with friends who wished me a happy name day and we agreed with them visit when we are back at home #p #xpb"
14,"2016-09-24 21:16:05","2016-09-24 21:00:00",1,"Daughter is watching Sofia and we can watch another episode of the #Narcos Son sleeps piecefully because antibiotics started to work #p #xpb"
15,"2016-09-24 21:57:48","2016-09-24 21:45:00",-1,"When you have last year model #iPhone then it's really difficult to buy case for it in the time when @Apple is selling actual model #n #xpb"
16,"2016-09-24 22:32:27","2016-09-24 22:30:00",1,"Daughter went sleep so entire apparent plunges into silence of night. Just we are continuing watch #Narcos meanwhile my wife dines #p #xpb"
17,"2016-09-24 23:36:29","2016-09-24 23:15:00",1,"I have a blog post in my head for several days. I need to write it down. It includes references to #Narcos because I like the series #p #xpb"
18,"2016-09-25 00:46:12","2016-09-24 23:59:59",1,"It's good that tomorrow is Sunday, wait it's just right now But I will go sleep little bit later because I took nap in the afternoon #p #xpb"
1,"2016-09-25 07:42:54","2016-09-25 07:30:00",1,"I have been nervous about sons condition but during the time when he took third dose of antibiotics his body temperature is normal #p #xpb"
2,"2016-09-25 09:28:06","2016-09-25 09:00:00",1,"Son woke up and came to our bed by himself. So, it's a proof that he is better. Then he asked about breakfast so he is really better #p #xpb"
3,"2016-09-25 10:48:26","2016-09-25 10:30:00",1,"Falling into deep sleep and again I am woke up by kids who play already in entire flat that means son is really better #p #xpb"
4,"2016-09-25 11:20:43","2016-09-25 11:15:00",1,"Scrambled eggs for brunch from my wife is magnificent start of Sunday especially when I was sleeping long and it's sunny day #p #xpb"
5,"2016-09-25 12:27:11","2016-09-25 12:00:00",-1,"Repeated measurement of blood pressure doesn't come to better result so it's still weird that blood pressure is so high #n #xpb"
6,"2016-09-25 13:04:52","2016-09-25 12:45:00",-1,"Thinking how to clean up Lego in the wash machine or dishwasher and I need to look at Internet, do it manually it's monkey business #n #xpb"
7,"2016-09-25 14:02:48","2016-09-25 13:30:00",1,"Lego is in the textile bag and ready to be washed in the wash machine I hope that reasonable temperature and no wringing would be OK #p #xpb"
8,"2016-09-25 14:40:24","2016-09-25 14:15:00",-1,"Lunch is nearly and she started slowly cooked dinner. Kids are still watching Princess Sofia story tale because they cannot go out #n #xpb"
9,"2016-09-25 15:43:25","2016-09-25 15:00:00",1,"Lunch was delicious now son and wife went sleep and I will take a nap sooner or later as well. Daugher is still watching movies #p #xpb"
10,"2016-09-25 16:01:34","2016-09-25 15:45:00",1,"Partially sleeping on the sofa next to daughter. And enjoying it. Because then I can work on my stuff till the late night #p #xpb"
11,"2016-09-25 16:59:16","2016-09-25 16:30:00",-1,"Daughter doesn't know I she wants to go on the bicycle or not. It's the same feeling when you speak with someone who has depression #n #xpb"
12,"2016-09-25 17:48:17","2016-09-25 17:15:00",1,"Finally we are on the magnificent bike and scooter ride along the small river and then to Coop Pronto to buy some ice cream #p #xpb"
13,"2016-09-25 18:14:56","2016-09-25 18:00:00",1,"Back at home sitting in the bed and watching another episode of #Narcos and eating ice cream brought few minutes ago #p #xpb"
14,"2016-09-25 19:13:26","2016-09-25 18:45:00",1,"Wife made homemade goulash for dinner its the best slowly cooked and little bit spicy with lot of meat. Good Sunday evening #p #xpb"
15,"2016-09-25 19:32:26","2016-09-25 19:30:00",1,"Son is excited from numerous #Bionicle beasts which my wife brought from yesterday bring and hold day. It was enormous catch #p #xpb"
16,"2016-09-25 20:39:45","2016-09-25 20:15:00",1,"Kids are going to take a shower and then sleep. Son is tired and daughter is going to kindergarten tomorrow again #p #xpb"
17,"2016-09-25 21:07:45","2016-09-25 21:00:00",1,"And now we can continue with watching series and relax. Kids are in the beds so it's pieceful time we have just for us #p #xpb"
18,"2016-09-25 22:15:02","2016-09-25 21:45:00",1,"My wife is asking how much episodes we have till the end of #Narcos at all. So far two episodes and second serie to go so enough #p #xpb"
19,"2016-09-25 22:31:16","2016-09-25 22:30:00",1,"Wau, based on the test in newspaper I am not either procrastinator or procrastinator but I have my own path how to solve problems #p #xpb"
20,"2016-09-25 23:16:15","2016-09-25 23:15:00",-1,"Dealing with the #RWeka and trying to make it functional in my #RStudio and it fails so far with reading data issues #rstats #n #xpb"
21,"2016-09-26 00:13:17","2016-09-25 23:59:59",-1,"Filip got antibiotics and he sleeps now. And I am warming up goulash for me, I am hungry from this non work Java configuration #n #xpb"
1,"2016-09-26 08:05:58","2016-09-26 07:30:00",1,"I am on the way to the work. It's little bit foggy but it would be a nice and most likely sunny day. So what will happen today? #p #xpb"
2,"2016-09-26 08:20:59","2016-09-26 08:15:00",1,"I have chosen the different section in the train than the bunch of school kids going somewhere for excursion. What a silence now! #p #xpb"
3,"2016-09-26 09:40:02","2016-09-26 09:00:00",1,"Today is such foggy that it's beautiful outside so I took picture which l past to my Instagram which I haven't done for long time #p #xpb"
4,"2016-09-26 10:21:38","2016-09-26 09:45:00",1,"I am going to have meeting in another German language school. Let's see if it is better than the one from Friday #p #xpb"
5,"2016-09-26 10:37:40","2016-09-26 10:30:00",-1,"Oh man, there are some rumors instead of the facts and agreements so I need to disclaim it and explain what was discussed exactly #n #xpb"
6,"2016-09-26 11:20:00","2016-09-26 11:15:00",1,"Misunderstanding clarified and currently I can go visit @AlphaSprachwelt and have there information meeting about options for me #p #xpb"
7,"2016-09-26 13:08:18","2016-09-26 12:45:00",1,"Returned from language school back to work. And going to work on first task today. Before it was just preparation for meetings. #p #xpb"
8,"2016-09-26 13:48:43","2016-09-26 13:30:00",1,"I found very interesting paper about emotions recognition using wireless signals which suits into my own research. I read it later #p #xpb"
9,"2016-09-26 16:13:17","2016-09-26 15:45:00",-1,"Uff, two meetings in the row are too much especially about such extensive topics. But I have managed it first one and somehow second #n #xpb"
10,"2016-09-26 16:38:13","2016-09-26 16:30:00",-1,"Trying to reach knowledge sharing webex meeting which was planned two months ago and rescheduled many times but it's not possible #n #xpb"
11,"2016-09-26 18:25:30","2016-09-26 18:00:00",-1,"The webex meeting was terrible so I am waiting just to get link to download presentation it self which could be useful #n #xpb"
12,"2016-09-26 18:48:35","2016-09-26 18:45:00",-1,"Solution was implemented but it doesn't work completely properly so I need to find what is going on tomorrow morning #n #xpb"
13,"2016-09-26 19:49:50","2016-09-26 19:30:00",1,"After dinner kids are in the shower or brushing the teeths and I am loading dishwasher. Then I will download another #Narcos #p #xpb"
14,"2016-09-26 20:32:58","2016-09-26 20:15:00",1,"Watching unfinished episode of #Narcos from yesterday and downloading another. It would be the last one today. Then I need to work #p #xpb"
15,"2016-09-26 21:35:33","2016-09-26 21:00:00",1,"Lest episode of the #Narcos is really juicy and escalate the plot of whole series. It's finally again really interesting to watch #p #xpb"
16,"2016-09-26 21:45:54","2016-09-26 21:45:00",-1,"So, currently daughter came to visit us because she cannot sleep. When she calm down she will go back to her bed sleep #n #xpb"
17,"2016-09-26 22:46:12","2016-09-26 22:30:00",-1,"Trying to setup company Mac according to policy which requires to create another account and download 1.5 GB of package for install #n #xpb"
18,"2016-09-26 23:18:53","2016-09-26 23:15:00",1,"Finally I am able to setup my mac and installation is running. Meanwhile I am watching some videos and found some interesting info #p #xpb"
19,"2016-09-27 00:26:03","2016-09-26 23:59:59",1,"The interesting info was about metabolic syndrome which I may have. It could be good idea to discuss that with doctor next time #p #xpb"
1,"2016-09-27 07:55:36","2016-09-27 07:30:00",-1,"Sitting in the bed and relaxing before blood pressure measurement. I am nearly ready to go to work. Today will be a bit stressful #n #xpb"
2,"2016-09-27 08:26:15","2016-09-27 08:15:00",1,"I have successfully took the train in 22 instead in 25 it is perfect because I will be on time to catch tram to get on time in work #p #xpb"
3,"2016-09-27 09:21:35","2016-09-27 09:00:00",-1,"Today is slightly depressive day. Gray clouds are low. I need to deal with yesterday minor issue and afternoon presentation #n #xpb"
4,"2016-09-27 09:50:16","2016-09-27 09:45:00",1,"Putting together description of logging convention into ETL design document and then I need to finish presentation before lunch #p #xpb"
5,"2016-09-27 10:57:37","2016-09-27 10:30:00",1,"Presentation is mostly finished. I put there several catchphrases from different movies and series to increase focus of participants #p #xpb"
6,"2016-09-27 11:16:44","2016-09-27 11:15:00",1,"I am ready for lunch. I can continue with presentation afterwards. Most of the ideas is there and I hope participants appreciate it #p #xpb"
7,"2016-09-27 12:42:50","2016-09-27 12:00:00",1,"After lunch I am incredibly busy with presentation and I like to work on it. It is nice introduction into really complex problem #p #xpb"
8,"2016-09-27 14:34:42","2016-09-27 14:15:00",-1,"I forget to tweet because I was distracted by college who is not clever so much that he doesn't understands lot of principles #n #xpb"
9,"2016-09-27 15:33:11","2016-09-27 15:00:00",-1,"Performing presentation in font of the colleges there is lot of questions and lot of discussion going around this topic #n #xpb"
10,"2016-09-27 16:19:43","2016-09-27 15:45:00",1,"Presentation was acknowledged as good so I am happy and fully satisfied with my work even though there is still work in front of us #p #xpb"
11,"2016-09-27 16:46:48","2016-09-27 16:30:00",-1,"Uff, I am tired today so I will leave work in fifteen minutes and go home to have some fun with kids. Maybe I can go running #n #xpb"
12,"2016-09-27 17:21:59","2016-09-27 17:15:00",1,"Waiting for the family to pick me up nearby the train station. They are almost here. So, they are really fast #p #xpb"
13,"2016-09-27 18:01:14","2016-09-27 18:00:00",-1,"Doing homeworks with kids. Daugher doesn't like it because she is learning how to write basic shapes which lead to the first letters #n #xpb"
14,"2016-09-27 19:01:52","2016-09-27 18:45:00",1,"Sitting on the balcony and enjoying sundown and fresh evening air. It's still warm enough despite the end of September #p #xpb"
15,"2016-09-27 19:58:01","2016-09-27 19:30:00",1,"Kids are in the beds and we can finally enjoy dinner together and watch new episode of #BigBangTheory and relax a little bit #p #xpb"
16,"2016-09-27 20:29:25","2016-09-27 20:15:00",1,"Maya came to us into the bed. I am writing through @WhatsApp with my mom so we have recorded for her a voice mail that she will like #p #xpb"
17,"2016-09-27 21:13:36","2016-09-27 21:00:00",1,"Going to watch #Blacklist after we calm down daughter and she is most likely sleeping if she not come in next few minutes back to us #p #xpb"
18,"2016-09-27 21:50:19","2016-09-27 21:45:00",1,"After long time new season of #Blacklist  has very interesting plot. It's continue of previous serie which ended unfinished #p #xpb"
19,"2016-09-27 23:04:10","2016-09-27 22:30:00",1,"I just picked up the @TPLINK WiFi extender after comparison and consideration of few models from this company and from other brands #p #xpb"
20,"2016-09-27 23:37:24","2016-09-27 23:15:00",-1,"Searching for some reasonable commander for macbook because I cannot work with Finder. It's the same pain in the ass like Explorer #n #xpb"
21,"2016-09-28 00:02:45","2016-09-27 23:59:59",-1,"Finally I beat the beast named iTunes which blackmailed me that my account is not verified and I need to review it etc #n #xpb"
1,"2016-09-28 07:38:39","2016-09-28 07:30:00",1,"Today would be a good day. I will continue with analysis after yesterday presentation and then I can start something from my queue #p #xpb"
2,"2016-09-28 08:15:42","2016-09-28 08:15:00",1,"Just in time to catch the train. I was really fast. Today after work I will go pick up yesterday ordered WiFi repeater hope it helps #p #xpb"
3,"2016-09-28 09:40:07","2016-09-28 09:00:00",1,"Status is over. Today I will practice little bit lazy day. Last two days were stressful enough full of meetings and finalizing tasks #p #xpb"
4,"2016-09-28 10:00:38","2016-09-28 09:45:00",1,"Improving SQL data selection which I want to run over production and when I am ready I will send it to college who has rights #p #xpb"
5,"2016-09-28 10:31:45","2016-09-28 10:30:00",1,"Still not happy with results so I am tweaking this SQL and thinking how to derive target value which are calculated I am close #p #xpb"
6,"2016-09-28 11:29:23","2016-09-28 11:15:00",1,"After long call and big design issue about synchronize asynchronous processes I have finally time for lunch with friends #p #xpb"
7,"2016-09-28 12:03:56","2016-09-28 12:00:00",-1,"We have really weird discussions about immigration and how to effects us in case the changes would be pushed by local government #n #xpb"
8,"2016-09-28 12:46:15","2016-09-28 12:45:00",1,"Super @digitec_de has order ready for me for pick up and I am going forward with SQL statement so I have interesting results #p #xpb"
9,"2016-09-28 13:46:45","2016-09-28 13:30:00",1,"Analysis reveals expectations what we had and also showed some outliers which we can explain so that's perfect outcome #p #xpb"
10,"2016-09-28 14:26:19","2016-09-28 14:15:00",-1,"Usually the payment from my primary bank @Air_Bank to @komercka was done immediately, but today it's in waiting status, that's weird #n #xpb"
11,"2016-09-28 15:14:28","2016-09-28 15:00:00",1,"@komercka thank you for reminder. I have normal working day today since I am living in Switzerland so I have forgotten #p #xpb"
12,"2016-09-28 15:46:47","2016-09-28 15:45:00",1,"@komercka thanks again. I just thought that @Air_Bank got worse with their services, but it's given by external circumstances #p #xpb"
13,"2016-09-28 16:47:57","2016-09-28 16:30:00",1,"Nearly finish of my working day and going to have beer on the street with colleagues. We look like homeless people it's funny #p #xpb"
14,"2016-09-28 18:10:29","2016-09-28 18:00:00",1,"After the beer I need to take the train home. It was lazy day I have done just one meaningful analysis nothing more or less #p #xpb"
15,"2016-09-28 19:16:34","2016-09-28 18:45:00",1,"After funny shower with kids we have a family dinner together around the table. They have beloved pasta and we have tortillas #p #xpb"
16,"2016-09-28 20:45:23","2016-09-28 20:15:00",-1,"Watching How to get away with murder first episode of new series and waiting for what happen. It's little bit messed up with timing #n #xpb"
17,"2016-09-28 21:19:46","2016-09-28 21:00:00",1,"Going to continue with watching Brooklyn Nine Nine and hope it would be simpler to watch than previous series because I have lost #p #xpb"
18,"2016-09-28 21:45:43","2016-09-28 21:45:00",1,"I need to move little bit with study so let's do some analysis of data and turn them into some graphics to describe data sets better #p #xpb"
19,"2016-09-28 22:35:54","2016-09-28 22:30:00",-1,"Working on different #rstats analysis and need to admit that I am somehow tired so I would like go rather sleep tonight #n #xpb"
20,"2016-09-28 23:33:51","2016-09-28 23:15:00",1,"I took shower and gave son antibiotics so I can go sleep in next thirty minutes. So, it would be earlier than usual which is good #p #xpb"
21,"2016-09-29 00:07:27","2016-09-28 23:59:59",1,"Another bar plot based on simply analysis in #rstats done so I can go sleep and rest a lot because tomorrow would be a long day #p #xpb"
1,"2016-09-29 07:35:52","2016-09-29 07:30:00",1,"I would sleep little bit longer but still it's Thursday so I need to go to work. Then pick up WiFi extender and then to meetup #p #xpb"
2,"2016-09-29 08:28:31","2016-09-29 08:15:00",1,"I take it easy today. Second train is not so much hurry and I can enjoy tram as well. And because it's sunny it's pleasant journey #p #xpb"
3,"2016-09-29 09:21:34","2016-09-29 09:00:00",1,"Meeting was quick today and not so much explosive topics so I went for breakfast with colleague afterwards to enjoy the morning #p #xpb"
4,"2016-09-29 10:21:11","2016-09-29 09:45:00",1,"I was searching for some compact printer which we could use at home and found one from @Xerox for 60 CHF which is not bad #p #xpb"
5,"2016-09-29 10:45:04","2016-09-29 10:30:00",1,"Studying materials for afternoon meeting which is expected to be pretty good with juicy discussion about burning topic #p #xpb"
6,"2016-09-29 11:49:58","2016-09-29 11:15:00",1,"Went with college to have a lunch and discuss this critical topic with him as preparation for meeting after lunch #p #xpb"
7,"2016-09-29 13:00:50","2016-09-29 12:45:00",-1,"For while I sit in the meeting room alone which was weird because I am just participant of that meeting, but it has changed #n #xpb"
8,"2016-09-29 13:58:57","2016-09-29 13:30:00",1,"It was interesting meeting without any fight. I made clarification by drawing the picture from different perspective and it helped #p #xpb"
9,"2016-09-29 14:43:45","2016-09-29 14:15:00",1,"I updated architect's presentation about my explanation with more details so it's understandable for everyone abou process mechanics #p #xpb"
10,"2016-09-29 15:02:17","2016-09-29 15:00:00",1,"Several topics for discussion running around so I consulted all of them and currently I can get back to my own work #p #xpb"
11,"2016-09-29 16:11:26","2016-09-29 15:45:00",1,"Another critical topic was discussed with architect so I am currently happy with approach which we have about that #p #xpb"
12,"2016-09-29 16:41:52","2016-09-29 16:30:00",-1,"Finally working on my own task, so I hope I will finish it in next ten minutes otherwise I would need to finish it during night #n #xpb"
13,"2016-09-29 17:24:16","2016-09-29 17:15:00",1,"Going to pick up the WiFi extender and then to #rstats #meetup in #Zurich. I need to get more info about make meetup in my company #p #xpb"
14,"2016-09-29 18:10:25","2016-09-29 18:00:00",1,"Just arrived to the #rstats meetup place and its not so much crowded. But it's still twenty minutes to go. I am trying to socialize #p #xpb"
15,"2016-09-29 19:02:36","2016-09-29 18:45:00",1,"Watching the presentation and before it started I have registered to @safari online books for ten days trial period so will see #p #xpb"
16,"2016-09-29 19:30:47","2016-09-29 19:30:00",1,"Watching another presentation about data journalism it's analysis about elections in South America and the tendencies #p #xpb"
17,"2016-09-29 21:14:13","2016-09-29 21:00:00",1,"It's incredible, every train station has this ticket machine where you can buy any kind of ticket any time and pay it by card #p #xpb"
18,"2016-09-29 21:54:13","2016-09-29 21:45:00",1,"Just met college from customer side who is OK and told him about #rstats #meetup and will share with him link to meetup group #p #xpb"
19,"2016-09-29 22:42:05","2016-09-29 22:30:00",1,"Returned home and was afraid how long I would need to spent with setup of WiFi extender, but it was five minutes and piece of cake #p #xpb"
20,"2016-09-29 23:29:00","2016-09-29 23:15:00",1,"Watching Internet TV shows at @streamCZ and relax in the bed. Thirty more minutes and I am going to sleep because I am tired #p #xpb"
21,"2016-09-30 00:36:33","2016-09-29 23:59:59",1,"I need to say that I was nicely surprised by today's meetup. This experience was much warmer then my first meetup ever #p #xpb"
1,"2016-09-30 08:02:59","2016-09-30 07:30:00",1,"Maya woked me up and with big excitement showed me what brought her tooth fairy for her second tooth out. It was nice morning #p #xpb"
2,"2016-09-30 08:19:51","2016-09-30 08:15:00",-1,"I have missed the train for few seconds. So I would need to take second one which takes little bit longer. But I can read news #n #xpb"
3,"2016-09-30 09:23:52","2016-09-30 09:00:00",1,"Sitting with friends with cafeteria and having good chat over the breakfast. It's beautiful morning and it's Friday thanks God #p #xpb"
4,"2016-09-30 09:50:23","2016-09-30 09:45:00",1,"Today would be short working day. Because I will leave at 3 o'clock. At least I hope in that unless something goes wrong #p #xpb"
5,"2016-09-30 10:55:08","2016-09-30 10:30:00",1,"I read book about text mining and features extraction and after two years of nlp study I am still surprised by new information I get #p #xpb"
6,"2016-09-30 11:16:17","2016-09-30 11:15:00",1,"So far it looks like I have been successful with load framework improvements tested on two different objects loaded full and delta #p #xpb"
7,"2016-09-30 12:05:14","2016-09-30 12:00:00",1,"Returned from delicious lunch and need to retest solution on many existing objects and also generate some new to be sure it works #p #xpb"
8,"2016-09-30 13:30:09","2016-09-30 13:30:00",-1,"Filling up the German test by third language school option and will see how it goes. So far I would need intensive course every day. #n #xpb"
9,"2016-09-30 14:29:30","2016-09-30 14:15:00",-1,"German test from @inlinguaInt gave me lower A1 level for my language skills which is weird since other tests gave me A2 or even B1 #n #xpb"
10,"2016-09-30 15:34:30","2016-09-30 15:00:00",-1,"I thought I leave at three in the afternoon but it doesn't happened so let's leave in next thirty minutes for weekend #n #xpb"
